DATEEFFECTIVE,INTERSECTIONDESC,CLASSIFICATION,CLASSIFICATIONDESC,geometry,MODGEOMETRY
2008-12-12 4:22:46 AM,ELM RD / CRANBROOKE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4136979604, 43.7269888592)}"," (-79.4136979604, 43.7269888592)"
2008-12-12 4:22:46 AM,AVENUE RD / CRANBROOKE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4172252806, 43.7262445451)}"," (-79.4172252806, 43.7262445451)"
2008-12-12 4:22:46 AM,AVENUE RD / WOBURN AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4168939967, 43.7254205201)}"," (-79.4168939967, 43.7254205201)"
2008-12-21 1:06:55 AM,AVENUE RD / BEDFORD PARK AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4165538538, 43.724556144)}"," (-79.4165538538, 43.724556144)"
2008-12-12 4:22:46 AM,AVENUE RD / BEDFORD PARK AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4165538538, 43.724556144)}"," (-79.4165538538, 43.724556144)"
2008-12-21 1:06:55 AM,AVENUE RD / GLENGARRY AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4159292157, 43.7230119458)}"," (-79.4159292157, 43.7230119458)"
2008-12-12 4:22:46 AM,AVENUE RD / GLENGARRY AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4159292157, 43.7230119458)}"," (-79.4159292157, 43.7230119458)"
2008-12-12 4:22:46 AM,ELM RD / GLENGARRY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4123900734, 43.7237518727)}"," (-79.4123900734, 43.7237518727)"
2008-12-12 4:22:46 AM,ELM RD / DOUGLAS AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4127012233, 43.7244857301)}"," (-79.4127012233, 43.7244857301)"
2008-12-12 4:22:46 AM,LAWRENCE AVE W / CHATSWORTH DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4113455686, 43.7231884985)}"," (-79.4113455686, 43.7231884985)"
2008-12-12 4:22:46 AM,CHUDLEIGH AVE / CHATSWORTH DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4102101987, 43.7224810054)}"," (-79.4102101987, 43.7224810054)"
2008-12-21 1:06:55 AM,LAWRENCE AVE W / ROSEWELL AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4142044277, 43.7225661376)}"," (-79.4142044277, 43.7225661376)"
2008-12-12 4:22:46 AM,LAWRENCE AVE W / ROSEWELL AVE,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4142044277, 43.7225661376)}"," (-79.4142044277, 43.7225661376)"
2008-12-12 4:22:46 AM,ROSEWELL AVE / CHERITAN AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4114626214, 43.7203486415)}"," (-79.4114626214, 43.7203486415)"
2008-12-12 4:22:46 AM,EDGECOMBE AVE / OTTER CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4160225554, 43.7189208476)}"," (-79.4160225554, 43.7189208476)"
2008-12-12 4:22:46 AM,KIMBARK BLVD / OTTER CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4175452168, 43.7186159585)}"," (-79.4175452168, 43.7186159585)"
2008-12-12 4:22:46 AM,CARIBOU RD / KIMBARK BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4180505902, 43.7202816255)}"," (-79.4180505902, 43.7202816255)"
2008-12-12 4:22:46 AM,CARIBOU RD / EDGECOMBE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4164499166, 43.7206179866)}"," (-79.4164499166, 43.7206179866)"
2008-12-12 4:22:46 AM,AVENUE RD / CARIBOU RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4152003313, 43.7208600821)}"," (-79.4152003313, 43.7208600821)"
2008-12-12 4:22:46 AM,AVENUE RD / LAWRENCE AVE W,MJRSL,MAJOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4156095141, 43.7222555965)}"," (-79.4156095141, 43.7222555965)"
2008-12-12 4:22:46 AM,LAWRENCE AVE W / GREY RD / KIMBARK BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4185005499, 43.721663675)}"," (-79.4185005499, 43.721663675)"
2008-12-12 4:22:46 AM,LAWRENCE AVE W / SAGUENAY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4214443356, 43.7210356757)}"," (-79.4214443356, 43.7210356757)"
2008-12-12 4:22:46 AM,LAWRENCE AVE W / OTTER CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4199813734, 43.7213361937)}"," (-79.4199813734, 43.7213361937)"
2008-12-12 4:22:46 AM,CARIBOU RD / OTTER CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4196256787, 43.7199272216)}"," (-79.4196256787, 43.7199272216)"
2008-12-12 4:22:46 AM,CARIBOU RD / LEDBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4219191827, 43.7194697564)}"," (-79.4219191827, 43.7194697564)"
2008-12-12 4:22:46 AM,CARIBOU RD / SAGUENAY AVE / PHIL GIVENS PARK TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4208837714, 43.7196805739)}"," (-79.4208837714, 43.7196805739)"
2008-12-12 4:22:46 AM,LAWRENCE AVE W / CHICOUTIMI AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4243834791, 43.7203985871)}"," (-79.4243834791, 43.7203985871)"
2008-12-12 4:22:46 AM,CHICOUTIMI AVE / STORMONT AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4240796241, 43.7196197595)}"," (-79.4240796241, 43.7196197595)"
2008-12-12 4:22:46 AM,CARIBOU RD / CHICOUTIMI AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4237583572, 43.7188273994)}"," (-79.4237583572, 43.7188273994)"
2008-12-12 4:22:46 AM,LAWRENCE AVE W / LEDBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4224762866, 43.7208203502)}"," (-79.4224762866, 43.7208203502)"
2008-12-12 4:22:46 AM,GLENGARRY AVE / LEDBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4227782733, 43.7215541654)}"," (-79.4227782733, 43.7215541654)"
2008-12-12 4:22:46 AM,DOUGLAS AVE / LEDBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4230597142, 43.7222879479)}"," (-79.4230597142, 43.7222879479)"
2008-12-12 4:22:46 AM,WOBURN AVE / LEDBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4237557804, 43.7239716743)}"," (-79.4237557804, 43.7239716743)"
2008-12-12 4:22:46 AM,CRANBROOKE AVE / LEDBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4239447589, 43.7248269274)}"," (-79.4239447589, 43.7248269274)"
2008-12-12 4:22:46 AM,GREY RD / DOUGLAS AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4191110324, 43.7231223107)}"," (-79.4191110324, 43.7231223107)"
2008-12-12 4:22:46 AM,GREY RD / BEDFORD PARK AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.419430729, 43.7239371402)}"," (-79.419430729, 43.7239371402)"
2008-12-12 4:22:46 AM,GREY RD / WOBURN AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4197774949, 43.7248150144)}"," (-79.4197774949, 43.7248150144)"
2008-12-12 4:22:46 AM,GREY RD / CRANBROOKE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4200968004, 43.7256388517)}"," (-79.4200968004, 43.7256388517)"
2008-12-12 4:22:46 AM,GREY RD / BROOKDALE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4204150615, 43.7263861858)}"," (-79.4204150615, 43.7263861858)"
2008-12-12 4:22:46 AM,BROOKDALE AVE / LEDBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4234502529, 43.7257267126)}"," (-79.4234502529, 43.7257267126)"
2008-12-12 4:22:46 AM,ST GERMAIN AVE / FALKIRK ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4273228565, 43.7266519307)}"," (-79.4273228565, 43.7266519307)"
2008-12-12 4:22:46 AM,FAIRLAWN AVE / FALKIRK ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4270103746, 43.7258776159)}"," (-79.4270103746, 43.7258776159)"
2008-12-12 4:22:46 AM,BROOKDALE AVE / FALKIRK ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4267382299, 43.7251213374)}"," (-79.4267382299, 43.7251213374)"
2008-12-12 4:22:46 AM,ST GERMAIN AVE / BARSE ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4293493233, 43.7262166321)}"," (-79.4293493233, 43.7262166321)"
2008-12-12 4:22:46 AM,MARMION AVE / BARSE ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.429652505, 43.726999927)}"," (-79.429652505, 43.726999927)"
2008-12-12 4:22:46 AM,BATHURST ST / RANEE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4315214146, 43.7269380532)}"," (-79.4315214146, 43.7269380532)"
2008-12-12 4:22:46 AM,BATHURST ST / MARMION AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4314290912, 43.7266229545)}"," (-79.4314290912, 43.7266229545)"
2008-12-12 4:22:46 AM,WILSON HEIGHTS BLVD / COCKSFIELD AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4577523773, 43.7528512369)}"," (-79.4577523773, 43.7528512369)"
2008-12-12 4:22:46 AM,CODSELL AVE / SHAFTESBURY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4561395517, 43.7548810115)}"," (-79.4561395517, 43.7548810115)"
2008-12-12 4:22:46 AM,SLOPING SKY MEWS / BASTION ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4036955522, 43.6366716254)}"," (-79.4036955522, 43.6366716254)"
2008-12-12 4:22:46 AM,SHEPPARD AVE E / TALLPINES CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1575154323, 43.8041623755)}"," (-79.1575154323, 43.8041623755)"
2008-12-12 4:22:46 AM,SHEPPARD AVE E / BOYDWOOD LANE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1580448934, 43.8044777126)}"," (-79.1580448934, 43.8044777126)"
2008-12-12 4:22:46 AM,GENERATION BLVD / 95 GENERATION BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1641477319, 43.8044438011)}"," (-79.1641477319, 43.8044438011)"
2008-12-12 4:22:46 AM,GRAND RIVER BLVD / SHEPPARD AVE E,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1608789263, 43.8060957804)}"," (-79.1608789263, 43.8060957804)"
2008-12-12 4:22:46 AM,SHEPPARD AVE E / RAINBOW RIDGE AVE / ROUGE PARK GLEN EAGLES VISTA TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1629164255, 43.8072581892)}"," (-79.1629164255, 43.8072581892)"
2008-12-12 4:22:46 AM,HEDGE END RD / MEADOWVALE RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1713699711, 43.8093930467)}"," (-79.1713699711, 43.8093930467)"
2008-12-12 4:22:46 AM,ROSCOE RD / LIONHEAD TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1662049741, 43.8083181982)}"," (-79.1662049741, 43.8083181982)"
2008-12-12 4:22:46 AM,ROSCOE RD / ROTARY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1667813456, 43.8075568654)}"," (-79.1667813456, 43.8075568654)"
2008-12-12 4:22:46 AM,ROTARY DR / GRANADA CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1660061522, 43.8064119571)}"," (-79.1660061522, 43.8064119571)"
2008-12-12 4:22:46 AM,ROTARY DR / GRANADA CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.166297384, 43.8070592224)}"," (-79.166297384, 43.8070592224)"
2008-12-12 4:22:46 AM,ROTARY DR / LEAMEADOW WAY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1657590766, 43.8057752165)}"," (-79.1657590766, 43.8057752165)"
2008-12-12 4:22:46 AM,GENERATION BLVD / RAINBOW RIDGE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.164931875, 43.8048816665)}"," (-79.164931875, 43.8048816665)"
2008-12-12 4:22:46 AM,GENERATION BLVD / ROTARY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1658594648, 43.8049208637)}"," (-79.1658594648, 43.8049208637)"
2008-12-12 4:22:46 AM,GENERATION BLVD / 47 GENERATION BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1667287482, 43.8047151702)}"," (-79.1667287482, 43.8047151702)"
2008-12-12 4:22:46 AM,BRIARCREEK RD / GENERATION BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1671454041, 43.8046201085)}"," (-79.1671454041, 43.8046201085)"
2008-12-12 4:22:46 AM,BRIARCREEK RD / LEAMEADOW WAY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1675105041, 43.8053947807)}"," (-79.1675105041, 43.8053947807)"
2008-12-12 4:22:46 AM,DERBYSHIRE PL / LEAMEADOW WAY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1667190887, 43.805583011)}"," (-79.1667190887, 43.805583011)"
2008-12-12 4:22:46 AM,MEADOWVALE RD / DEAN PARK RD / GENERATION BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1687882566, 43.804225439)}"," (-79.1687882566, 43.804225439)"
2008-12-12 4:22:46 AM,BRAYMORE BLVD / MILLHOUSE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1707414107, 43.8048530324)}"," (-79.1707414107, 43.8048530324)"
2008-12-12 4:22:46 AM,BRAYMORE BLVD / MILLHOUSE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1705767443, 43.8059502972)}"," (-79.1705767443, 43.8059502972)"
2008-12-12 4:22:46 AM,LIONHEAD TRL / ROTARY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1691518962, 43.8071236523)}"," (-79.1691518962, 43.8071236523)"
2008-12-12 4:22:46 AM,MEADOWVALE RD / ROTARY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1700010405, 43.8067870626)}"," (-79.1700010405, 43.8067870626)"
2008-12-12 4:22:46 AM,SHEPPARD AVE E / HEDGE END RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1738951527, 43.807699548)}"," (-79.1738951527, 43.807699548)"
2008-12-12 4:22:46 AM,SHEPPARD AVE E / IDAGROVE GT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1755487612, 43.8073366132)}"," (-79.1755487612, 43.8073366132)"
2008-12-12 4:22:46 AM,BRAYMORE BLVD / FIRESIDE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1746734522, 43.806814473)}"," (-79.1746734522, 43.806814473)"
2008-12-12 4:22:46 AM,BRAYMORE BLVD / IDAGROVE GT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1752522206, 43.806693929)}"," (-79.1752522206, 43.806693929)"
2008-12-12 4:22:46 AM,BRAYMORE BLVD / HILLBECK CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1784704569, 43.8045381893)}"," (-79.1784704569, 43.8045381893)"
2008-12-12 4:22:46 AM,DEAN PARK RD / DALI CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1794986249, 43.8042790549)}"," (-79.1794986249, 43.8042790549)"
2008-12-12 4:22:46 AM,SHEPPARD AVE E / DEAN PARK RD / ROUGE RIVER DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1803937398, 43.8062880261)}"," (-79.1803937398, 43.8062880261)"
2008-12-12 4:22:46 AM,COLLINGSBROOK BLVD / SHELDONBURY CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3181815839, 43.7884958169)}"," (-79.3181815839, 43.7884958169)"
2008-12-12 4:22:46 AM,COLLINGSBROOK BLVD / SOLWAY CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3162183312, 43.7908419291)}"," (-79.3162183312, 43.7908419291)"
2008-12-12 4:22:46 AM,ADENCLIFF RD / KELVINWAY DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.321097589, 43.7908766023)}"," (-79.321097589, 43.7908766023)"
2008-12-12 4:22:46 AM,COLLINGSBROOK BLVD / CORINTHIAN BLVD / PHARMACY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3235595675, 43.789485271)}"," (-79.3235595675, 43.789485271)"
2008-12-12 4:22:46 AM,COLLINGSBROOK BLVD / CHESTERGROVE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.320052407, 43.7890028056)}"," (-79.320052407, 43.7890028056)"
2008-12-12 4:22:46 AM,CORINTHIAN BLVD / FAIRGLEN AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.327926145, 43.7892668641)}"," (-79.327926145, 43.7892668641)"
2008-12-12 4:22:46 AM,CORINTHIAN BLVD / BRANTFORD DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3244064298, 43.7893515492)}"," (-79.3244064298, 43.7893515492)"
2008-12-12 4:22:46 AM,BRANTFORD DR / ORANGEWOOD CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3248261104, 43.790315261)}"," (-79.3248261104, 43.790315261)"
2008-12-12 4:22:46 AM,BRANTFORD DR / CHARADE CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3251477614, 43.7910718041)}"," (-79.3251477614, 43.7910718041)"
2008-12-12 4:22:46 AM,MANSE RD / 275 MANSE RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1751074407, 43.7676780551)}"," (-79.1751074407, 43.7676780551)"
2008-12-12 4:22:46 AM,MANSE RD / HAINFORD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1754300638, 43.7684692744)}"," (-79.1754300638, 43.7684692744)"
2008-12-12 4:22:46 AM,MANSE RD / MANSEWOOD GDNS,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1757926397, 43.7693344065)}"," (-79.1757926397, 43.7693344065)"
2008-12-12 4:22:46 AM,HAINFORD ST / 20 HAINFORD ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1747074628, 43.768621005)}"," (-79.1747074628, 43.768621005)"
2008-12-12 4:22:46 AM,MANSE RD / 245 MANSE RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1747654582, 43.7668921985)}"," (-79.1747654582, 43.7668921985)"
2008-12-21 1:06:55 AM,WOODGROVE DR / WOODGARDEN CRES,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.170120913, 43.7671759983)}"," (-79.170120913, 43.7671759983)"
2008-12-12 4:22:46 AM,WOODGROVE DR / WOODGARDEN CRES,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.170120913, 43.7671759983)}"," (-79.170120913, 43.7671759983)"
2008-12-12 4:22:46 AM,WILDLARK DR / MELCHIOR DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.172158665, 43.7691981053)}"," (-79.172158665, 43.7691981053)"
2008-12-12 4:22:46 AM,MAMMOTH HALL TRL / SNOWBALL CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2308632359, 43.7987514264)}"," (-79.2308632359, 43.7987514264)"
2008-12-21 1:06:55 AM,MAMMOTH HALL TRL / GATEFORTH DR,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.231879095, 43.7977288292)}"," (-79.231879095, 43.7977288292)"
2008-12-12 4:22:46 AM,MAMMOTH HALL TRL / GATEFORTH DR,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.231879095, 43.7977288292)}"," (-79.231879095, 43.7977288292)"
2008-12-12 4:22:46 AM,GATEFORTH DR / RAYWARD CRT,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2308356274, 43.7967571624)}"," (-79.2308356274, 43.7967571624)"
2008-12-12 4:22:46 AM,SHEPPARD AVE E / GATEFORTH DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2303218266, 43.7955947339)}"," (-79.2303218266, 43.7955947339)"
2008-12-12 4:22:46 AM,SUNBURST SQ,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2330880454, 43.796387575)}"," (-79.2330880454, 43.796387575)"
2008-12-12 4:22:46 AM,MAMMOTH HALL TRL / SUNBURST SQ,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2329954414, 43.7973281383)}"," (-79.2329954414, 43.7973281383)"
2008-12-12 4:22:46 AM,125 MALVERN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2356099884, 43.7973776379)}"," (-79.2356099884, 43.7973776379)"
2008-12-12 4:22:46 AM,MAMMOTH HALL TRL / MALVERN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2358066942, 43.7967485631)}"," (-79.2358066942, 43.7967485631)"
2008-12-12 4:22:46 AM,APPLEMORE RD / MAMMOTH HALL TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2344803714, 43.7970324633)}"," (-79.2344803714, 43.7970324633)"
2008-12-12 4:22:46 AM,75 MALVERN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2348702729, 43.7956080491)}"," (-79.2348702729, 43.7956080491)"
2008-12-12 4:22:46 AM,ORMEROD ST / MALVERN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2353101396, 43.7955844146)}"," (-79.2353101396, 43.7955844146)"
2008-12-12 4:22:46 AM,75 MALVERN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2352315749, 43.7965113217)}"," (-79.2352315749, 43.7965113217)"
2008-12-12 4:22:46 AM,MALVERN ST / 75 MALVERN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2356698193, 43.7964117575)}"," (-79.2356698193, 43.7964117575)"
2008-12-12 4:22:46 AM,VERNE CRES / 50 VERNE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2377700213, 43.7961238519)}"," (-79.2377700213, 43.7961238519)"
2008-12-12 4:22:46 AM,MALVERN ST / 125 MALVERN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2360394384, 43.7972813284)}"," (-79.2360394384, 43.7972813284)"
2008-12-12 4:22:46 AM,LENTHALL AVE / ROBBINSTONE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2371177004, 43.7983483225)}"," (-79.2371177004, 43.7983483225)"
2008-12-12 4:22:46 AM,ROBBINSTONE DR / MALVERN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2362203855, 43.7977165095)}"," (-79.2362203855, 43.7977165095)"
2008-12-12 4:22:46 AM,GREENHEDGES CRT / MALVERN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2370618905, 43.7994931549)}"," (-79.2370618905, 43.7994931549)"
2008-12-12 4:22:46 AM,MARKHAM RD / MCLEVIN AVE / NUGGET AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2410419776, 43.7985555942)}"," (-79.2410419776, 43.7985555942)"
2008-12-12 4:22:46 AM,LENTHALL AVE / ROBBINSTONE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.239632101, 43.797455028)}"," (-79.239632101, 43.797455028)"
2008-12-12 4:22:46 AM,MARKHAM RD / VERNE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2399124197, 43.7957176929)}"," (-79.2399124197, 43.7957176929)"
2008-12-12 4:22:46 AM,TAPSCOTT RD / CROW TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2326333411, 43.8076514374)}"," (-79.2326333411, 43.8076514374)"
2008-12-12 4:22:46 AM,WHITELEAS AVE / CARRYING PL / CROW TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2324494196, 43.8087255592)}"," (-79.2324494196, 43.8087255592)"
