DATEEFFECTIVE,INTERSECTIONDESC,CLASSIFICATION,CLASSIFICATIONDESC,geometry,MODGEOMETRY
2008-12-12 4:22:46 AM,KEELE ST / SIR WILLIAM HEARST AVE / 401 C W KEELE ST RAMP / KEELE ST S 401 C W RAMP,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4815900431, 43.7244432345)}"," (-79.4815900431, 43.7244432345)"
2008-12-12 4:22:46 AM,KEELE ST / KEELE ST N 401 C W RAMP / KEELE ST S 401 C W RAMP,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4813743026, 43.7229957003)}"," (-79.4813743026, 43.7229957003)"
2008-12-12 4:22:46 AM,KEELE ST / KEELE ST N 401 C W RAMP / KEELE ST S 401 C W RAMP,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4813743026, 43.7229957003)}"," (-79.4813743026, 43.7229957003)"
2012-03-13 7:14:24 PM,TANK HOUSE LANE / TRINITY ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3595537277, 43.650284003)}"," (-79.3595537277, 43.650284003)"
2008-12-12 4:22:46 AM,FLORAL PKWY / CORNELIUS PKWY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4759528116, 43.7227302496)}"," (-79.4759528116, 43.7227302496)"
2008-12-12 4:22:46 AM,BLANDORMAN RD / FLORAL PKWY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4771916214, 43.7224429497)}"," (-79.4771916214, 43.7224429497)"
2008-12-12 4:22:46 AM,JAY ST / FLORAL PKWY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4784274156, 43.7221562839)}"," (-79.4784274156, 43.7221562839)"
2008-12-12 4:22:46 AM,SHENDALE DR / NORFIELD CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5514869265, 43.7204425442)}"," (-79.5514869265, 43.7204425442)"
2008-12-12 4:22:46 AM,REID MANOR / PRINCE EDWARD DR S,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5018312178, 43.6401581379)}"," (-79.5018312178, 43.6401581379)"
2008-12-12 4:22:46 AM,REID MANOR / GRENVIEW BLVD S,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.504390174, 43.6396269509)}"," (-79.504390174, 43.6396269509)"
2008-12-12 4:22:46 AM,KENRIDGE AVE / GRENVIEW BLVD S,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.503259879, 43.6376872094)}"," (-79.503259879, 43.6376872094)"
2008-12-12 4:22:46 AM,KENRIDGE AVE / PRINCE EDWARD DR S,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5010043141, 43.6381868461)}"," (-79.5010043141, 43.6381868461)"
2008-12-12 4:22:46 AM,DUMBARTON RD / CONEY RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.5078701642, 43.6335067509)}"," (-79.5078701642, 43.6335067509)"
2008-12-12 4:22:46 AM,TIZZARD AVE / OAKFIELD DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.501827427, 43.6328625438)}"," (-79.501827427, 43.6328625438)"
2008-12-12 4:22:46 AM,BERRY RD / PRINCE EDWARD DR S,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4994822794, 43.6349059082)}"," (-79.4994822794, 43.6349059082)"
2008-12-12 4:22:46 AM,GREENMOUNT RD / BETHNAL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4982584985, 43.6365441481)}"," (-79.4982584985, 43.6365441481)"
2008-12-12 4:22:46 AM,BERRY RD / BALLACAINE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4956210685, 43.635688964)}"," (-79.4956210685, 43.635688964)"
2008-12-12 4:22:46 AM,PARK LAWN RD / KINSDALE BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4930270061, 43.635238793)}"," (-79.4930270061, 43.635238793)"
2008-12-12 4:22:46 AM,CANNON RD / GUTHRIE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4895234507, 43.6336273044)}"," (-79.4895234507, 43.6336273044)"
2008-12-12 4:22:46 AM,WANISKA AVE / STEPHEN DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4854950377, 43.6332533786)}"," (-79.4854950377, 43.6332533786)"
2008-12-12 4:22:46 AM,CLOVERHILL RD / STEPHEN DR / HUMBER RIVER RECREATIONAL TRL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4862878547, 43.6351707629)}"," (-79.4862878547, 43.6351707629)"
2008-12-12 4:22:46 AM,HEATHERDALE RD / CLOVERHILL RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4901144565, 43.6352701011)}"," (-79.4901144565, 43.6352701011)"
2008-12-12 4:22:46 AM,CROWN HILL PL / RIVERWOOD PKWY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4895047355, 43.6396897071)}"," (-79.4895047355, 43.6396897071)"
2008-12-12 4:22:46 AM,STONEGATE RD / TRILLIUM TER,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4827762423, 43.6371596386)}"," (-79.4827762423, 43.6371596386)"
2008-12-12 4:22:46 AM,RIVERSIDE DR / SOUTH KINGSWAY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4763016022, 43.6377040174)}"," (-79.4763016022, 43.6377040174)"
2008-12-12 4:22:46 AM,THE QUEENSWAY / HIGH ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.483074916, 43.6306426427)}"," (-79.483074916, 43.6306426427)"
2008-12-12 4:22:46 AM,LAKE SHORE BLVD W / GARDINER W LAKE SHORE W RAMP,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4790867273, 43.6271746633)}"," (-79.4790867273, 43.6271746633)"
2008-12-12 4:22:46 AM,THE QUEENSWAY / STEPHEN DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4842627054, 43.630381754)}"," (-79.4842627054, 43.630381754)"
2008-12-12 4:22:46 AM,WANISKA AVE / GUTHRIE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.489027699, 43.6324840905)}"," (-79.489027699, 43.6324840905)"
2008-12-12 4:22:46 AM,MCINTOSH AVE / DANIELS ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4968206779, 43.6290593271)}"," (-79.4968206779, 43.6290593271)"
2008-12-12 4:22:46 AM,FINCH AVE E / GARVIN MEWS,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4006069848, 43.7830465449)}"," (-79.4006069848, 43.7830465449)"
2008-12-12 4:22:46 AM,QUEEN ST E / LEWIS ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3486523655, 43.6591513288)}"," (-79.3486523655, 43.6591513288)"
2008-12-12 4:22:46 AM,EASTERN AVE / EASTERN AVE DIVERSION / SUNLIGHT PARK RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3477735845, 43.6564268941)}"," (-79.3477735845, 43.6564268941)"
2008-12-12 4:22:46 AM,BAYVIEW AVE / RIVER ST E BAYVIEW RAMP,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3547172701, 43.6576693847)}"," (-79.3547172701, 43.6576693847)"
2008-12-12 4:22:46 AM,GEORGE ST / BRITAIN ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3718962905, 43.6535110852)}"," (-79.3718962905, 43.6535110852)"
2008-12-12 4:22:46 AM,GERRARD ST E / GEORGE ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3748509558, 43.6606540756)}"," (-79.3748509558, 43.6606540756)"
2008-12-12 4:22:46 AM,RIVERSIDE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4808879838, 43.6413318106)}"," (-79.4808879838, 43.6413318106)"
2008-12-12 4:22:46 AM,WELLESLEY ST E / WELLESLEY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3648522304, 43.6691979767)}"," (-79.3648522304, 43.6691979767)"
2008-12-12 4:22:46 AM,ALBEMARLE AVE / HAMPTON AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3508385436, 43.6726064819)}"," (-79.3508385436, 43.6726064819)"
2008-12-12 4:22:46 AM,SPRUCE VISTA / SILVER BELL LANE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.6057303471, 43.7289273289)}"," (-79.6057303471, 43.7289273289)"
2008-12-12 4:22:46 AM,DUNBAR RD / ELM AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3762480109, 43.6757197669)}"," (-79.3762480109, 43.6757197669)"
2008-12-12 4:22:46 AM,GLEN RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3731070514, 43.6829710678)}"," (-79.3731070514, 43.6829710678)"
2008-12-21 1:06:55 AM,ROLPH RD / LEACREST RD,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.3646893593, 43.6981552962)}"," (-79.3646893593, 43.6981552962)"
2008-12-12 4:22:46 AM,ROLPH RD / LEACREST RD,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.3646893593, 43.6981552962)}"," (-79.3646893593, 43.6981552962)"
2008-12-12 4:22:46 AM,LEASIDE BDGE / PAPE AVE / DONLANDS AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3492671551, 43.6972039348)}"," (-79.3492671551, 43.6972039348)"
2008-12-12 4:22:46 AM,MORTIMER AVE / WILEY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3383894442, 43.6880156575)}"," (-79.3383894442, 43.6880156575)"
2008-12-12 4:22:46 AM,FLOYD AVE / DEWHURST BLVD N,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3426245412, 43.6886713525)}"," (-79.3426245412, 43.6886713525)"
2008-12-12 4:22:46 AM,NORTHBROOK RD / COSBURN AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3367705055, 43.692252887)}"," (-79.3367705055, 43.692252887)"
2008-12-12 4:22:46 AM,SPRINGDALE BLVD / GLEBEMOUNT AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3193208558, 43.6886225004)}"," (-79.3193208558, 43.6886225004)"
2008-12-12 4:22:46 AM,WOODBINE AVE / MORTIMER AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3157388639, 43.6924936405)}"," (-79.3157388639, 43.6924936405)"
2008-12-12 4:22:46 AM,LANKIN BLVD / JUDITH DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3302999493, 43.696822069)}"," (-79.3302999493, 43.696822069)"
2008-12-12 4:22:46 AM,LANKIN BLVD / COSBURN AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3290655161, 43.6938959812)}"," (-79.3290655161, 43.6938959812)"
2008-12-12 4:22:46 AM,ATHLONE RD / PLAINS RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3364188487, 43.6943002862)}"," (-79.3364188487, 43.6943002862)"
2008-12-12 4:22:46 AM,WESTGATE BLVD / SOUTHGATE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4312652319, 43.7416812364)}"," (-79.4312652319, 43.7416812364)"
2008-12-12 4:22:46 AM,ARMOUR BLVD / SANDRINGHAM DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4329416835, 43.7441137844)}"," (-79.4329416835, 43.7441137844)"
2008-12-12 4:22:46 AM,WESTGATE BLVD / WESTGATE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4308423985, 43.7439057576)}"," (-79.4308423985, 43.7439057576)"
2008-12-12 4:22:46 AM,WESTGATE BLVD / ARMOUR BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4311708375, 43.7432637913)}"," (-79.4311708375, 43.7432637913)"
2008-12-12 4:22:46 AM,WESTGATE BLVD / EDINBURGH DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4313008149, 43.7426036484)}"," (-79.4313008149, 43.7426036484)"
2008-12-12 4:22:46 AM,ARMOUR BLVD / BOMBAY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4301648013, 43.7422316058)}"," (-79.4301648013, 43.7422316058)"
2008-12-12 4:22:46 AM,TRESILLIAN RD / BOMBAY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4287701222, 43.7428790757)}"," (-79.4287701222, 43.7428790757)"
2008-12-12 4:22:46 AM,RIDLEY BLVD / BOMBAY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4276233264, 43.743076715)}"," (-79.4276233264, 43.743076715)"
2008-12-12 4:22:46 AM,ARMOUR BLVD / RIDLEY BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4271109242, 43.7419677728)}"," (-79.4271109242, 43.7419677728)"
2008-12-12 4:22:46 AM,DELHI AVE / NORTHMOUNT AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4299030428, 43.7403717851)}"," (-79.4299030428, 43.7403717851)"
2008-12-12 4:22:46 AM,WILSON AVE / CLYDE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4268570583, 43.7387105286)}"," (-79.4268570583, 43.7387105286)"
2008-12-12 4:22:46 AM,CLYDE AVE / BURNCREST DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4265328146, 43.7379348023)}"," (-79.4265328146, 43.7379348023)"
2008-12-12 4:22:46 AM,WESTGATE BLVD / SOUTHBOURNE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4319636737, 43.7389709192)}"," (-79.4319636737, 43.7389709192)"
2008-12-12 4:22:46 AM,WESTGATE BLVD / SOUTHBOURNE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4318776027, 43.7390577567)}"," (-79.4318776027, 43.7390577567)"
2008-12-12 4:22:46 AM,SOUTHBOURNE AVE / WENDY CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4329485979, 43.7387639781)}"," (-79.4329485979, 43.7387639781)"
2008-12-12 4:22:46 AM,BATHURST ST / SOUTHBOURNE AVE / CHARLESWOOD DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4342488917, 43.7384161882)}"," (-79.4342488917, 43.7384161882)"
2008-12-12 4:22:46 AM,WILSON AVE / BATHURST ST,MJRSL,MAJOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4340053641, 43.7373545066)}"," (-79.4340053641, 43.7373545066)"
2008-12-12 4:22:46 AM,ALLARD AVE / MCGILLIVRAY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4288667489, 43.7365905507)}"," (-79.4288667489, 43.7365905507)"
2008-12-12 4:22:46 AM,ALLARD AVE / BURNCREST DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4291936774, 43.7373513752)}"," (-79.4291936774, 43.7373513752)"
2008-12-12 4:22:46 AM,ALLARD AVE / CARMICHAEL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4285476338, 43.7358117187)}"," (-79.4285476338, 43.7358117187)"
2008-12-12 4:22:46 AM,CARMICHAEL AVE / KELSO AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4226038721, 43.7371311726)}"," (-79.4226038721, 43.7371311726)"
2008-12-12 4:22:46 AM,WILSON AVE / RIDLEY BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4238674876, 43.7393748828)}"," (-79.4238674876, 43.7393748828)"
2008-12-12 4:22:46 AM,WILSON AVE / BIDEFORD AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4228696679, 43.7396145464)}"," (-79.4228696679, 43.7396145464)"
2008-12-12 4:22:46 AM,KELSO AVE / BURNCREST DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4232563142, 43.7386754392)}"," (-79.4232563142, 43.7386754392)"
2008-12-12 4:22:46 AM,RIDLEY BLVD / KELSO AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4232980636, 43.7387834909)}"," (-79.4232980636, 43.7387834909)"
2008-12-12 4:22:46 AM,KELSO AVE / MCGILLIVRAY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4229171293, 43.7378830405)}"," (-79.4229171293, 43.7378830405)"
2008-12-12 4:22:46 AM,AVENUE RD / JOICEY BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4202634688, 43.7367830258)}"," (-79.4202634688, 43.7367830258)"
2008-12-12 4:22:46 AM,AVENUE RD / CARMICHAEL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4205844182, 43.7375619181)}"," (-79.4205844182, 43.7375619181)"
2008-12-12 4:22:46 AM,JOICEY BLVD / KELSO AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4222585024, 43.7363252837)}"," (-79.4222585024, 43.7363252837)"
2008-12-12 4:22:46 AM,AVENUE RD / DUNBLAINE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4201032501, 43.7359232159)}"," (-79.4201032501, 43.7359232159)"
2008-12-12 4:22:46 AM,HADDINGTON AVE / JAINEY PL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4164222578, 43.7357900658)}"," (-79.4164222578, 43.7357900658)"
2008-12-12 4:22:46 AM,ELM RD / DUNBLAINE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4179607818, 43.736389825)}"," (-79.4179607818, 43.736389825)"
2008-12-12 4:22:46 AM,JOICEY BLVD / ESGORE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4155936416, 43.7371307295)}"," (-79.4155936416, 43.7371307295)"
2008-12-12 4:22:46 AM,HADDINGTON AVE / ESGORE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4152747551, 43.7360367817)}"," (-79.4152747551, 43.7360367817)"
2008-12-12 4:22:46 AM,GREER RD / HADDINGTON AVE / HARLEY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4132411304, 43.7363233044)}"," (-79.4132411304, 43.7363233044)"
2008-12-12 4:22:46 AM,JOICEY BLVD / FELBRIGG AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4108650059, 43.7360199351)}"," (-79.4108650059, 43.7360199351)"
2008-12-12 4:22:46 AM,RIDLEY BLVD / HARLEY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4123471991, 43.7377223847)}"," (-79.4123471991, 43.7377223847)"
2008-12-12 4:22:46 AM,YONGE BLVD / HARLEY AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4118162201, 43.738176565)}"," (-79.4118162201, 43.738176565)"
2008-12-12 4:22:46 AM,HARLEY AVE / DE VERE GDNS,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4107995471, 43.7388373569)}"," (-79.4107995471, 43.7388373569)"
2008-12-12 4:22:46 AM,YONGE BLVD / DUNSTER AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4134427255, 43.7396586442)}"," (-79.4134427255, 43.7396586442)"
2008-12-12 4:22:46 AM,APSLEY RD / ESGORE DR / SAUNDERS ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4154082583, 43.7390345129)}"," (-79.4154082583, 43.7390345129)"
2008-12-12 4:22:46 AM,ELM RD / RIDLEY BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.418143609, 43.7380013101)}"," (-79.418143609, 43.7380013101)"
2008-12-12 4:22:46 AM,HEDON AVE / SAUNDERS ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4165595865, 43.7399716031)}"," (-79.4165595865, 43.7399716031)"
2008-12-12 4:22:46 AM,WILSON AVE / SAUNDERS ST,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4169526506, 43.7408934251)}"," (-79.4169526506, 43.7408934251)"
2008-12-12 4:22:46 AM,WILSON AVE / BELGRAVE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4182021291, 43.7406294113)}"," (-79.4182021291, 43.7406294113)"
2008-12-12 4:22:46 AM,RAVENHILL RD / BELGRAVE AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4181928502, 43.7414991743)}"," (-79.4181928502, 43.7414991743)"
2008-12-12 4:22:46 AM,RAVENHILL RD / YONGE BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4160014691, 43.7419786909)}"," (-79.4160014691, 43.7419786909)"
2008-12-12 4:22:46 AM,WILSON AVE / YONGE BLVD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4152267648, 43.7412879056)}"," (-79.4152267648, 43.7412879056)"
2008-12-12 4:22:46 AM,QUIETBROOK CRES / GLACIER CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2330132366, 43.8383480119)}"," (-79.2330132366, 43.8383480119)"
2008-12-12 4:22:46 AM,QUIETBROOK CRES / GLACIER CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2339030849, 43.8381753227)}"," (-79.2339030849, 43.8381753227)"
2008-12-12 4:22:46 AM,STEPPINGSTONE TRL / SOLSTICE DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2289671846, 43.8357046783)}"," (-79.2289671846, 43.8357046783)"
2008-12-12 4:22:46 AM,STAINES RD / SIRIUS CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2244944806, 43.8323591333)}"," (-79.2244944806, 43.8323591333)"
2008-12-12 4:22:46 AM,STAINES RD / SIRIUS CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2242147508, 43.8317351346)}"," (-79.2242147508, 43.8317351346)"
2008-12-12 4:22:46 AM,MILITARY TRL / BONSPIEL DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.1979787316, 43.7903146353)}"," (-79.1979787316, 43.7903146353)"
2008-12-12 4:22:46 AM,STAINES RD / STARRY CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.2275675165, 43.8342865629)}"," (-79.2275675165, 43.8342865629)"
2008-12-12 4:22:46 AM,DUNDAS ST E / COXWELL AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3176524012, 43.6688904554)}"," (-79.3176524012, 43.6688904554)"
2008-12-12 4:22:46 AM,ANTIBES DR TORRESDALE AVE RAMP / ANTIBES DR,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4498940726, 43.7819243815)}"," (-79.4498940726, 43.7819243815)"
2008-12-21 1:06:55 AM,ANTIBES DR TORRESDALE AVE RAMP / ANTIBES DR,MNRML,MINOR-MULTI LEVEL,"{u'type': u'Point', u'coordinates': (-79.4498940726, 43.7819243815)}"," (-79.4498940726, 43.7819243815)"
2008-12-12 4:22:46 AM,OASIS BLVD / RAPONI CRCL,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.233905379, 43.8281134839)}"," (-79.233905379, 43.8281134839)"
2008-12-12 4:22:46 AM,WESTON RD / BIRDSTONE CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4679809076, 43.6731620198)}"," (-79.4679809076, 43.6731620198)"
2008-12-12 4:22:46 AM,UPPER CANADA DR / OAKEN GATEWAY,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4042741682, 43.754681721)}"," (-79.4042741682, 43.754681721)"
2008-12-12 4:22:46 AM,UPPER CANADA DR / ALDERSHOT CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4043197328, 43.7546020535)}"," (-79.4043197328, 43.7546020535)"
2008-12-12 4:22:46 AM,LORD SEATON RD / LORD SEATON W 401 C E RAMP / LORD SEATON W YONGE RAMP,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4057912372, 43.7530640892)}"," (-79.4057912372, 43.7530640892)"
2008-12-12 4:22:46 AM,LORD SEATON RD / UPPER CANADA DR,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4046914929, 43.7532711321)}"," (-79.4046914929, 43.7532711321)"
2008-12-12 4:22:46 AM,LORD SEATON RD / YORKMINSTER RD,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4037551432, 43.753356606)}"," (-79.4037551432, 43.753356606)"
2008-12-12 4:22:46 AM,ALDERSHOT CRES,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.4018944825, 43.7537394922)}"," (-79.4018944825, 43.7537394922)"
2008-12-12 4:22:46 AM,LORD SEATON RD / FAIRMEADOW AVE,MNRSL,MINOR-SINGLE LEVEL,"{u'type': u'Point', u'coordinates': (-79.3971393487, 43.7530279347)}"," (-79.3971393487, 43.7530279347)"
